acousticness,billboard_artist,billboard_df_index,billboard_name,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,spotify_album,spotify_artist,spotify_song,tempo,time_signature,type,uri,valence
0.00453,trey songz,5031.0,say aah,0.724,207547.0,0.87,0.0,2fQ6sBFWaLv2Gxos4igHLy,0.0,1.0,0.833,-3.614,0.0,63.0,2009-08-31,0.113,Ready (Deluxe),Trey Songz,Say Aah - feat. Fabolous,93.01,4.0,audio_features,spotify:track:2fQ6sBFWaLv2Gxos4igHLy,0.81
0.0246,drake,5032.0,find your love,0.623,208947.0,0.598,0.0,4BycRneKmOs6MhYG9THsuX,0.0,6.0,0.0324,-5.914,0.0,64.0,2010-01-01,0.167,Thank Me Later,Drake,Find Your Love,96.081,4.0,audio_features,spotify:track:4BycRneKmOs6MhYG9THsuX,0.822
0.00043,lady gaga,5033.0,alejandro,0.632,274213.0,0.789,0.0,15pu8u4n3q4BKl4tF20c5v,0.00144,11.0,0.356,-6.61,0.0,60.0,2009-01-01,0.0557,The Fame Monster (Deluxe),Lady Gaga,Alejandro,98.986,4.0,audio_features,spotify:track:15pu8u4n3q4BKl4tF20c5v,0.35
0.128,jason derulo,5034.0,ridin solo,0.442,215747.0,0.83,0.0,6BaxqcoEM9r3LXisTyJjST,0.0,9.0,0.129,-4.02,1.0,62.0,2010-02-24,0.146,Jason Derulo,Jason Derulo,Ridin' Solo,89.338,4.0,audio_features,spotify:track:6BaxqcoEM9r3LXisTyJjST,0.578
0.0413,nelly,5035.0,just a dream,0.554,237800.0,0.764,0.0,3ZdJffjzJWFimSQyxgGIxN,0.0,1.0,0.123,-6.129,1.0,65.0,2010-01-01,0.031,5.0,Nelly,Just A Dream - Main,90.0,4.0,audio_features,spotify:track:3ZdJffjzJWFimSQyxgGIxN,0.0991
0.00293,ludacris,5036.0,how low,0.56,201587.0,0.494,1.0,1WtTLtofvcjQM3sXSMkDdX,0.0,1.0,0.219,-6.935,1.0,60.0,2010-01-01,0.111,Battle Of The Sexes (Deluxe),Ludacris,How Low,144.004,4.0,audio_features,spotify:track:1WtTLtofvcjQM3sXSMkDdX,0.372
0.00738,far east movement,5037.0,like a g6,0.352,216893.0,0.843,0.0,4DvhkX2ic4zWkQeWMwQ2qf,0.0,7.0,0.0883,-7.983,0.0,70.0,2010-10-12,0.482,Free Wired,Far East Movement,Like A G6,165.29,5.0,audio_features,spotify:track:4DvhkX2ic4zWkQeWMwQ2qf,0.727
0.117,timbaland,5038.0,carry out,0.478,232467.0,0.569,0.0,2DHc2e5bBn4UzY0ENVFrUl,0.0669,10.0,0.248,-6.764,0.0,58.0,2009-12-08,0.148,Shock Value II,Timbaland,Carry Out (Featuring Justin Timberlake),95.988,4.0,audio_features,spotify:track:2DHc2e5bBn4UzY0ENVFrUl,0.259
0.152,michael buble,5039.0,havent met you yet,0.615,244587.0,0.733,0.0,4fIWvT19w9PR0VVBuPYpWA,0.0,8.0,0.109,-4.808,1.0,70.0,2009-10-06,0.0335,Crazy Love,Michael Bublé,Haven't Met You Yet,122.58,4.0,audio_features,spotify:track:4fIWvT19w9PR0VVBuPYpWA,0.796
0.0205,flo rida,5040.0,club cant handle me,0.623,232616.0,0.882,0.0,0xcl9XT60Siji6CSG4y6nb,0.0,0.0,0.194,-2.574,1.0,63.0,2010-06-28,0.0322,Club Can't Handle Me,Flo Rida,Club Can't Handle Me (feat. David Guetta) - Feat. David Guetta,127.98,4.0,audio_features,spotify:track:0xcl9XT60Siji6CSG4y6nb,0.525
0.0149,jay sean,5041.0,down,0.663,212107.0,0.693,0.0,7LP4Es66zdY7CyjepqmvAg,0.0,11.0,0.0778,-4.505,0.0,68.0,2009-11-23,0.0311,All Or Nothing,Jay Sean,Down,66.002,4.0,audio_features,spotify:track:7LP4Es66zdY7CyjepqmvAg,0.71
0.000698,la roux,5042.0,bulletproof,0.686,205733.0,0.898,0.0,6lUY6MoqGgPnA27PHYxem5,4.61e-05,3.0,0.0721,-2.72,0.0,62.0,2009-01-01,0.052,La Roux,La Roux,Bulletproof,122.985,4.0,audio_features,spotify:track:6lUY6MoqGgPnA27PHYxem5,0.696
0.0444,jason derulo,5043.0,whatcha say,0.615,221253.0,0.711,0.0,67T6l4q3zVjC5nZZPXByU8,0.0,11.0,0.145,-5.507,1.0,63.0,2010-02-24,0.0779,Jason Derulo,Jason Derulo,Whatcha Say,144.036,4.0,audio_features,spotify:track:67T6l4q3zVjC5nZZPXByU8,0.711
0.0544,justin bieber,5044.0,baby,0.656,214240.0,0.841,0.0,6epn3r7S14KUqlReYr77hA,0.0,5.0,0.122,-5.183,0.0,65.0,2010-01-01,0.232,My World 2.0,Justin Bieber,Baby,65.024,4.0,audio_features,spotify:track:6epn3r7S14KUqlReYr77hA,0.522
0.00706,adam lambert,5045.0,whataya want from me,0.44,227320.0,0.683,0.0,2rDwdvBma1O1eLzo29p2cr,0.0,11.0,0.0593,-4.732,0.0,61.0,2009-11-20,0.0489,For Your Entertainment,Adam Lambert,Whataya Want from Me,185.948,4.0,audio_features,spotify:track:2rDwdvBma1O1eLzo29p2cr,0.445
0.00417,taylor swift,5046.0,mine,0.619,230707.0,0.767,0.0,0dBW6ZsW8skfvoRfgeerBF,1.46e-06,7.0,0.191,-2.793,1.0,59.0,2010-01-01,0.0297,Speak Now,Taylor Swift,Mine,121.036,4.0,audio_features,spotify:track:0dBW6ZsW8skfvoRfgeerBF,0.628
0.119,rihanna,5047.0,only girl in the world,0.78,235520.0,0.714,0.0,6jAsmDJI8iPhGWtS27kZ67,4.1e-06,11.0,0.217,-4.155,0.0,64.0,2010-11-15,0.0382,Loud,Rihanna,Only Girl (In The World),125.924,4.0,audio_features,spotify:track:6jAsmDJI8iPhGWtS27kZ67,0.666
0.0267,kris allen,5048.0,live like were dying,0.578,212747.0,0.9,0.0,51YhN4y2tOvfI0Sv1hoBRo,0.0,0.0,0.287,-2.501,1.0,52.0,2009-09-25,0.0443,Live Like We're Dying,Kris Allen,Live Like We're Dying,92.011,4.0,audio_features,spotify:track:51YhN4y2tOvfI0Sv1hoBRo,0.934
0.0117,rihanna,5049.0,hard,0.569,250600.0,0.755,1.0,3YJkAQNEhmCZGLdmPsu6Ye,0.0,1.0,0.696,-3.588,1.0,55.0,2009-11-20,0.0385,Rated R,Rihanna,Hard,91.022,4.0,audio_features,spotify:track:3YJkAQNEhmCZGLdmPsu6Ye,0.182
0.0833,kesha,5051.0,blah blah blah,0.752,172053.0,0.832,0.0,7jmqSz6yTrGWI1kNqNYI28,0.000265,10.0,0.424,-3.243,1.0,57.0,2010,0.0971,Animal,Kesha,Blah Blah Blah,120.003,4.0,audio_features,spotify:track:7jmqSz6yTrGWI1kNqNYI28,0.534
0.0205,trey songz,5052.0,bottoms up,0.845,242013.0,0.601,1.0,2IpGdrWvIZipmaxo1YRxw5,0.0,1.0,0.385,-5.283,1.0,68.0,2010-09-13,0.161,"Passion, Pain & Pleasure",Trey Songz,Bottoms Up - feat. Nicki Minaj,74.008,4.0,audio_features,spotify:track:2IpGdrWvIZipmaxo1YRxw5,0.329
0.0278,jay sean,5053.0,do you remember,0.854,210307.0,0.664,0.0,7yws3pF3FFguwT2Psi6c15,0.0,11.0,0.118,-4.88,1.0,59.0,2009-11-23,0.085,All Or Nothing,Jay Sean,Do You Remember,125.84,4.0,audio_features,spotify:track:7yws3pF3FFguwT2Psi6c15,0.782
0.284,onerepublic,5054.0,all the right moves,0.53,238000.0,0.95,0.0,5XRHGXut00SrJUFmcn2lQF,1.01e-05,0.0,0.211,-3.526,1.0,57.0,2009-01-01,0.0503,Waking Up,OneRepublic,All The Right Moves,146.035,4.0,audio_features,spotify:track:5XRHGXut00SrJUFmcn2lQF,0.733
0.0221,orianthi,5055.0,according to you,0.607,200347.0,0.922,0.0,72phhQtfwZcRweweRxxkmU,2.04e-05,5.0,0.0965,-2.526,1.0,50.0,2010-09-28,0.0558,Believe (II),Orianthi,According To You,130.972,4.0,audio_features,spotify:track:72phhQtfwZcRweweRxxkmU,0.577
0.187,ludacris,5056.0,my chick bad,0.66,216933.0,0.72,1.0,3bMNprrp2JDKZsGbiXpsJl,0.0,1.0,0.509,-6.64,1.0,64.0,2010-01-01,0.381,Battle Of The Sexes (Deluxe),Ludacris,My Chick Bad,84.707,4.0,audio_features,spotify:track:3bMNprrp2JDKZsGbiXpsJl,0.721
0.263,taylor swift,5057.0,you belong with me,0.691,231133.0,0.768,0.0,3GCL1PydwsLodcpv0Ll1ch,1.59e-05,6.0,0.103,-4.386,1.0,67.0,2008-01-01,0.0387,Fearless,Taylor Swift,You Belong With Me,129.996,4.0,audio_features,spotify:track:3GCL1PydwsLodcpv0Ll1ch,0.454
0.00489,the black eyed peas,5058.0,meet me halfway,0.785,284373.0,0.604,0.0,0xfpx7AiwgSKEtjotea2L6,2.74e-05,11.0,0.25,-6.79,0.0,59.0,2009-01-01,0.0834,THE E.N.D. (THE ENERGY NEVER DIES),The Black Eyed Peas,Meet Me Halfway,130.03,4.0,audio_features,spotify:track:0xfpx7AiwgSKEtjotea2L6,0.436
4.62e-05,kesha,5059.0,take it off,0.725,215200.0,0.672,0.0,3ubtdCmWZIuX8FuRv3S3KX,0.00225,5.0,0.112,-5.353,0.0,56.0,2010,0.0283,Animal,Kesha,Take It Off,125.042,4.0,audio_features,spotify:track:3ubtdCmWZIuX8FuRv3S3KX,0.777
0.0113,drake,5060.0,over,0.337,233560.0,0.853,1.0,6BdgtqiV3oXNqBikezwdvC,0.0,7.0,0.14,-5.611,1.0,66.0,2010-01-01,0.278,Thank Me Later,Drake,Over,101.034,5.0,audio_features,spotify:track:6BdgtqiV3oXNqBikezwdvC,0.427
0.000392,neon trees,5061.0,animal,0.486,212293.0,0.831,0.0,1fBl642IhJOE5U319Gy2Go,0.0,5.0,0.363,-5.5,1.0,65.0,2010-01-01,0.0506,Habits,Neon Trees,Animal,148.026,4.0,audio_features,spotify:track:1fBl642IhJOE5U319Gy2Go,0.8
0.000416,maroon 5,5062.0,misery,0.698,216200.0,0.828,0.0,6KBYk8OFtod7brGuZ3Y67q,0.0,4.0,0.2,-4.799,0.0,57.0,2010,0.0445,Hands All Over (Deluxe),Maroon 5,Misery,102.971,4.0,audio_features,spotify:track:6KBYk8OFtod7brGuZ3Y67q,0.731
0.0127,bob,5063.0,magic,0.549,196133.0,0.932,0.0,5uHYcK0nbEYgRaFTY5BqnP,0.0,8.0,0.347,-4.11,0.0,63.0,2010-04-26,0.343,B.o.B Presents: The Adventures of Bobby Ray,B.o.B,Magic (feat. Rivers Cuomo),82.439,4.0,audio_features,spotify:track:5uHYcK0nbEYgRaFTY5BqnP,0.787
0.0947,lady gaga,5064.0,paparazzi,0.755,208307.0,0.688,0.0,16Me2jlMlTX4xsps2j71mC,0.0,8.0,0.0852,-3.97,1.0,60.0,2008-01-01,0.0535,The Fame,Lady Gaga,Paparazzi,114.928,4.0,audio_features,spotify:track:16Me2jlMlTX4xsps2j71mC,0.429
0.0104,new boyz,5065.0,tie me down,0.42,178808.0,0.787,1.0,4faiJXyBflUVVOOE9fxbeg,0.0,8.0,0.198,-4.467,1.0,54.0,2009-09-15,0.294,Skinny Jeanz And A Mic,New Boyz,Tie Me Down (feat. Ray J),97.967,4.0,audio_features,spotify:track:4faiJXyBflUVVOOE9fxbeg,0.38
0.00234,nicki minaj,5066.0,your love,0.466,245253.0,0.521,1.0,3bGxiCPouq52ZtI8ybMCX5,0.00362,11.0,0.425,-10.233,1.0,54.0,2010-01-01,0.267,Pink Friday (Deluxe),Nicki Minaj,Your Love,104.667,4.0,audio_features,spotify:track:3bGxiCPouq52ZtI8ybMCX5,0.222
0.00124,miley cyrus,5067.0,party in the usa,0.454,202067.0,0.708,0.0,5Q0Nhxo0l2bP3pNjpGJwV1,0.000181,10.0,0.0679,-4.526,0.0,74.0,2009-01-01,0.0675,The Time Of Our Lives,Miley Cyrus,Party In The U.S.A.,192.18,4.0,audio_features,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,0.483
0.0311,chris brown,5068.0,deuces,0.644,277013.0,0.739,1.0,3QkXEz9TxApuk1JpDmeWnS,0.0,1.0,0.0772,-5.103,1.0,63.0,2010-06-25,0.137,Deuces featuring Tyga & Kevin McCall,Chris Brown,Deuces,74.154,4.0,audio_features,spotify:track:3QkXEz9TxApuk1JpDmeWnS,0.231
0.0452,britney spears,5069.0,3,0.697,213173.0,0.709,0.0,6pymOcrCnMuCWdgGVTvUgP,0.0,5.0,0.138,-1.917,0.0,59.0,2009-11-09,0.0455,The Singles Collection,Britney Spears,3,134.91,4.0,audio_features,spotify:track:6pymOcrCnMuCWdgGVTvUgP,0.787
0.381,shontelle,5070.0,impossible,0.596,226533.0,0.64,0.0,45EDI3rk0f4cAMt9f8b56R,0.0,8.0,0.118,-3.52,1.0,59.0,2010-09-21,0.0335,No Gravity,Shontelle,Impossible - Main,90.015,4.0,audio_features,spotify:track:45EDI3rk0f4cAMt9f8b56R,0.559
0.244,drake,5071.0,forever,0.544,357347.0,0.92,1.0,6HSqyfGnsHYw9MmIpa9zlZ,0.0,5.0,0.19,-1.474,0.0,69.0,2009-01-01,0.277,More Than A Game,Drake,Forever,105.307,5.0,audio_features,spotify:track:6HSqyfGnsHYw9MmIpa9zlZ,0.519
0.189,boys like girls,5072.0,two is better than one,0.521,242840.0,0.702,0.0,1MaqkdFNIKPdpQGDzme5ss,0.0,0.0,0.0962,-5.189,1.0,64.0,2009-09-03,0.0331,Love Drunk,Boys Like Girls,Two Is Better Than One,127.976,4.0,audio_features,spotify:track:1MaqkdFNIKPdpQGDzme5ss,0.25
0.217,kelly clarkson,5074.0,already gone,0.209,281560.0,0.872,0.0,7ceIquYtiTYlgSSm7PqUf9,0.0,9.0,0.0768,-2.996,1.0,56.0,2009-03-05,0.0757,All I Ever Wanted,Kelly Clarkson,Already Gone,78.139,4.0,audio_features,spotify:track:7ceIquYtiTYlgSSm7PqUf9,0.294
0.0197,the black eyed peas,5075.0,rock that body,0.713,268840.0,0.898,0.0,5K5LbSTVuKKe1KGMNfBgIW,2.62e-05,2.0,0.435,-6.009,0.0,53.0,2009-01-01,0.111,THE E.N.D. (THE ENERGY NEVER DIES),The Black Eyed Peas,Rock That Body,124.976,4.0,audio_features,spotify:track:5K5LbSTVuKKe1KGMNfBgIW,0.858
0.098,onerepublic,5076.0,secrets,0.515,224693.0,0.767,0.0,1NhPKVLsHhFUHIOZ32QnS2,0.0,2.0,0.121,-6.199,1.0,69.0,2009-01-01,0.0352,Waking Up,OneRepublic,Secrets,148.024,4.0,audio_features,spotify:track:1NhPKVLsHhFUHIOZ32QnS2,0.38
0.0211,selena gomez and the scene,5077.0,naturally,0.629,202587.0,0.906,0.0,1YaVmBh7EAeR54FIjuFcb5,1.17e-06,10.0,0.0551,-5.393,0.0,60.0,2009-01-01,0.0583,Kiss & Tell,Selena Gomez & The Scene,Naturally,132.64,4.0,audio_features,spotify:track:1YaVmBh7EAeR54FIjuFcb5,0.847
0.732,alicia keys,5078.0,un thinkable im ready,0.595,249240.0,0.507,0.0,4JOP8ELK6AaeySe7sKe996,1.97e-05,7.0,0.106,-7.892,1.0,63.0,2009-12-11,0.0618,The Element Of Freedom,Alicia Keys,Un-thinkable (I'm Ready),86.099,4.0,audio_features,spotify:track:4JOP8ELK6AaeySe7sKe996,0.337
0.0135,dj khaled,5079.0,all i do is win,0.55,230281.0,0.779,0.0,0RIHDrcRAXtUlnkvTYPW1a,0.0,0.0,0.333,-3.841,1.0,67.0,2010-02-03,0.211,"All I Do Is Win (Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",DJ Khaled,"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",150.069,4.0,audio_features,spotify:track:0RIHDrcRAXtUlnkvTYPW1a,0.315
0.0481,kevin rudolf,5080.0,i made it cash money heroes,0.4,249547.0,0.944,1.0,6H2wnX7ytNeCKERIVqCwgs,0.0,7.0,0.345,-2.902,1.0,50.0,2010-06-15,0.184,To The Sky,Kevin Rudolf,I Made It (Cash Money Heroes),124.224,5.0,audio_features,spotify:track:6H2wnX7ytNeCKERIVqCwgs,0.574
0.322,sugarland,5081.0,stuck like glue,0.62,247587.0,0.799,0.0,0JcKdUGNR7zI4jJDLyYXbi,0.0,1.0,0.0565,-4.702,1.0,60.0,2010-01-01,0.0996,The Incredible Machine,Sugarland,Stuck Like Glue,168.024,4.0,audio_features,spotify:track:0JcKdUGNR7zI4jJDLyYXbi,0.804
0.000176,usher,5082.0,hey daddy daddys home,0.59,224093.0,0.698,0.0,030OCtLMrljNhp8OWHBWW3,0.0,11.0,0.107,-4.262,1.0,59.0,2010-08-24,0.0286,Raymond v Raymond (Deluxe Edition),Usher,Hey Daddy (Daddy's Home),95.975,4.0,audio_features,spotify:track:030OCtLMrljNhp8OWHBWW3,0.352
0.175,usher,5083.0,there goes my baby,0.626,281293.0,0.52,0.0,6IUiqtI8tE49sqGbmtrNd8,0.0,9.0,0.13,-8.077,0.0,58.0,2010-08-24,0.0892,Raymond v Raymond (Deluxe Edition),Usher,There Goes My Baby,77.468,4.0,audio_features,spotify:track:6IUiqtI8tE49sqGbmtrNd8,0.257
0.0912,timbaland,5085.0,say something,0.559,240920.0,0.741,0.0,7qje9qxLncMESiPeI27SAn,0.0,11.0,0.735,-4.491,1.0,50.0,2009-12-08,0.0889,Shock Value II,Timbaland,Say Something (Featuring Drake),79.887,4.0,audio_features,spotify:track:7qje9qxLncMESiPeI27SAn,0.718
0.0895,beyonce knowles,5086.0,sweet dreams,0.694,208067.0,0.825,0.0,1FKxKGONukVFXWVJxAKmlz,1.86e-05,1.0,0.0618,-5.986,1.0,63.0,2008-11-14,0.111,I AM...SASHA FIERCE,Beyoncé,Sweet Dreams,121.949,4.0,audio_features,spotify:track:1FKxKGONukVFXWVJxAKmlz,0.788
0.00552,kings of leon,5087.0,use somebody,0.276,230760.0,0.715,0.0,5VGlqQANWDKJFl0MBG3sg2,0.000417,0.0,0.201,-5.356,1.0,76.0,2008-09-23,0.0432,Only By The Night,Kings of Leon,Use Somebody,137.028,4.0,audio_features,spotify:track:5VGlqQANWDKJFl0MBG3sg2,0.173
0.111,carrie underwood,5088.0,undo it,0.476,177333.0,0.847,0.0,4Oq3R4drZZfGWdxbhKrPvb,0.0,2.0,0.0478,-2.191,1.0,53.0,2014-12-09,0.0595,Greatest Hits: Decade #1,Carrie Underwood,Undo It,156.229,4.0,audio_features,spotify:track:4Oq3R4drZZfGWdxbhKrPvb,0.663
0.0654,sean kingston,5089.0,eenie meenie,0.717,202627.0,0.618,0.0,75vEuMA15pb8JmgrGugHEs,0.0,1.0,0.0978,-4.238,1.0,64.0,2010-01-01,0.0325,My World 2.0,Justin Bieber,Eenie Meenie,121.225,4.0,audio_features,spotify:track:75vEuMA15pb8JmgrGugHEs,0.786
0.0349,lil wayne,5090.0,right above it,0.564,271947.0,0.846,1.0,1kMuU3TNQvHbqvXCWBodmP,0.0,3.0,0.688,-4.402,0.0,68.0,2010-01-01,0.328,I Am Not A Human Being,Lil Wayne,Right Above It,152.033,4.0,audio_features,spotify:track:1kMuU3TNQvHbqvXCWBodmP,0.528
0.575,miranda lambert,5091.0,the house that built me,0.515,236627.0,0.3,0.0,02eD9ymfJOJOhM97HYp5R9,8.46e-06,5.0,0.115,-8.005,1.0,65.0,2009-09-24,0.0289,Revolution,Miranda Lambert,The House That Built Me,81.12,4.0,audio_features,spotify:track:02eD9ymfJOJOhM97HYp5R9,0.206
0.402,the band perry,5092.0,if i die young,0.594,222773.0,0.502,0.0,4u26EevCNXMhlvE1xFBJwX,0.0,4.0,0.287,-6.564,1.0,64.0,2010-10-12,0.0281,The Band Perry,The Band Perry,If I Die Young,130.674,4.0,audio_features,spotify:track:4u26EevCNXMhlvE1xFBJwX,0.314
0.144,paramore,5093.0,the only exception,0.452,267653.0,0.563,0.0,7JIuqL4ZqkpfGKQhYlrirs,0.0,4.0,0.143,-6.607,1.0,70.0,2009-09-28,0.0272,brand new eyes,Paramore,The Only Exception,137.715,3.0,audio_features,spotify:track:7JIuqL4ZqkpfGKQhYlrirs,0.209
0.508,lady antebellum,5094.0,american honey,0.588,224867.0,0.684,0.0,4xInIiKipU1mtUogJ3ZdYr,0.0,1.0,0.141,-5.154,1.0,57.0,2010-01-26,0.0288,Need You Now,Lady Antebellum,American Honey,85.997,4.0,audio_features,spotify:track:4xInIiKipU1mtUogJ3ZdYr,0.121
0.461,sara bareilles,5095.0,king of anything,0.676,207493.0,0.762,0.0,3VA8T3rNy5V24AXxNK5u9E,0.0,1.0,0.0574,-4.172,1.0,62.0,2010-09-06,0.0351,Kaleidoscope Heart,Sara Bareilles,King of Anything,119.003,4.0,audio_features,spotify:track:3VA8T3rNy5V24AXxNK5u9E,0.81
0.0534,daughtry,5096.0,life after you,0.434,206413.0,0.764,0.0,4gWTBq5Jftq5CEKYpLXD8R,0.0,5.0,0.437,-3.45,1.0,61.0,2009-07-14,0.0299,Leave This Town,Daughtry,Life After You,51.316,4.0,audio_features,spotify:track:4gWTBq5Jftq5CEKYpLXD8R,0.309
0.203,uncle kracker,5097.0,smile,0.541,201627.0,0.812,0.0,4ZC8hXXqu2hPcDLw9QTdtQ,0.0,4.0,0.42,-3.764,1.0,61.0,2009-09-11,0.0336,Happy Hour,Uncle Kracker,Smile,141.056,4.0,audio_features,spotify:track:4ZC8hXXqu2hPcDLw9QTdtQ,0.607
0.2,cali swag district,5098.0,teach me how to dougie,0.846,237480.0,0.438,1.0,61LtVmmkGr8P9I2tSPvdpf,9.43e-05,11.0,0.0939,-4.981,1.0,63.0,2011-07-12,0.141,The Kickback,Cali Swag District,Teach Me How to Dougie,85.013,4.0,audio_features,spotify:track:61LtVmmkGr8P9I2tSPvdpf,0.512
0.158,alicia keys,5099.0,try sleeping with a broken heart,0.496,249013.0,0.82,0.0,1yK9LISg5uBOOW5bT2Wm0i,0.246,5.0,0.13,-5.155,1.0,61.0,2009-12-11,0.112,The Element Of Freedom,Alicia Keys,Try Sleeping with a Broken Heart,110.977,5.0,audio_features,spotify:track:1yK9LISg5uBOOW5bT2Wm0i,0.549
0.184,jerrod niemann,5100.0,lover lover,0.879,193733.0,0.567,0.0,5UzU0qw21okODBNUnxptVo,0.0,7.0,0.622,-6.509,1.0,58.0,2010-07-12,0.0586,Judge Jerrod & The Hung Jury,Jerrod Niemann,"Lover, Lover",112.472,4.0,audio_features,spotify:track:5UzU0qw21okODBNUnxptVo,0.948
0.131,adele,5101.0,rolling in the deep,0.729,228293.0,0.756,0.0,1CkvWZme3pRgbzaxZnTl5X,0.0,8.0,0.0527,-5.119,1.0,74.0,2011-01-19,0.0294,21,Adele,Rolling in the Deep,104.945,4.0,audio_features,spotify:track:1CkvWZme3pRgbzaxZnTl5X,0.522
0.0235,lmfao,5102.0,party rock anthem,0.739,262173.0,0.725,0.0,0IkKz2J93C94Ei4BvDop7P,0.0,1.0,0.257,-4.153,1.0,64.0,2011-01-01,0.165,Sorry For Party Rocking,LMFAO,Party Rock Anthem,130.024,4.0,audio_features,spotify:track:0IkKz2J93C94Ei4BvDop7P,0.362
0.139,katy perry,5103.0,firework,0.638,227880.0,0.826,0.0,4lCv7b86sLynZbXhfScfm2,0.0,8.0,0.0803,-4.968,1.0,72.0,2012-03-12,0.0479,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,Firework,124.072,4.0,audio_features,spotify:track:4lCv7b86sLynZbXhfScfm2,0.649
0.0181,katy perry,5104.0,et,0.62,229573.0,0.869,0.0,36ux3YuUsGTWPT8fXclS45,0.0,1.0,0.369,-5.252,1.0,70.0,2012-03-12,0.175,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,E.T. - feat. Kanye West,151.684,4.0,audio_features,spotify:track:36ux3YuUsGTWPT8fXclS45,0.76
0.192,pitbull,5105.0,give me everything,0.671,252307.0,0.939,0.0,4QNpBfC0zvjKqPJcyqBy9W,0.0,8.0,0.298,-3.206,1.0,74.0,2011-06-17,0.161,Planet Pit (Deluxe Version),Pitbull,Give Me Everything,129.023,4.0,audio_features,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,0.529
0.146,bruno mars,5106.0,grenade,0.706,223253.0,0.558,0.0,2tJulUYLDKOg9XrtVkMgcJ,0.0,2.0,0.118,-7.237,0.0,73.0,2010-10-05,0.0593,Doo-Wops & Hooligans,Bruno Mars,Grenade,110.443,4.0,audio_features,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,0.227
0.129,ceelo green,5107.0,fuck you,0.69,222933.0,0.834,1.0,4ycLiPVzE5KamivXrAzGFG,0.0,0.0,0.136,-5.79,1.0,66.0,2010-11-09,0.0566,The Lady Killer,CeeLo Green,Fuck You,127.43,4.0,audio_features,spotify:track:4ycLiPVzE5KamivXrAzGFG,0.738
0.282,nicki minaj,5108.0,super bass,0.727,200013.0,0.866,1.0,0iYebKFUSfF72fUu2OW6ZT,3.87e-06,11.0,0.585,-4.288,1.0,71.0,2010-01-01,0.185,Pink Friday (Deluxe),Nicki Minaj,Super Bass,127.01,4.0,audio_features,spotify:track:0iYebKFUSfF72fUu2OW6ZT,0.653
0.0106,maroon 5,5109.0,moves like jagger,0.714,201160.0,0.748,0.0,7LcfRTgAVTs5pQGEQgUEzN,0.0,11.0,0.325,-4.471,0.0,69.0,2010,0.0546,Hands All Over,Maroon 5,Moves Like Jagger - Studio Recording From The Voice Performance,128.03,4.0,audio_features,spotify:track:7LcfRTgAVTs5pQGEQgUEzN,0.586
0.116,the black eyed peas,5110.0,just cant get enough,0.475,222015.0,0.44,0.0,19jd1ffgFMwGpafuoqImry,0.715,0.0,0.126,-11.459,0.0,11.0,2011-05-03,0.0395,Ultimate Instrumentals 2011,The Singles,Just Can't Get Enough (The Black Eyed Peas Remake) - Instrumental,93.993,4.0,audio_features,spotify:track:19jd1ffgFMwGpafuoqImry,0.107
0.0905,jennifer lopez,5111.0,on the floor,0.763,230907.0,0.679,0.0,0Oe49j06Bjrxs8PltuVeaW,0.000553,11.0,0.0949,-6.299,1.0,65.0,2011-02-21,0.0981,On The Floor,Jennifer Lopez,On The Floor,129.997,4.0,audio_features,spotify:track:0Oe49j06Bjrxs8PltuVeaW,0.434
0.145,foster the people,5113.0,pumped up kicks,0.733,239600.0,0.71,0.0,7w87IxuO7BDcJ3YUqCyMTT,0.115,5.0,0.0956,-5.849,0.0,83.0,2011-05-23,0.0292,Torches,Foster The People,Pumped Up Kicks,127.975,4.0,audio_features,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,0.965
0.00125,katy perry,5114.0,last friday night tgif,0.649,230747.0,0.815,0.0,455AfCsOhhLPRc68sE01D8,4.31e-05,3.0,0.671,-3.796,0.0,73.0,2012-03-12,0.0415,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,Last Friday Night (T.G.I.F.),126.03,4.0,audio_features,spotify:track:455AfCsOhhLPRc68sE01D8,0.765
0.0151,bruno mars,5115.0,just the way you are,0.637,220733.0,0.843,0.0,7BqBn9nzAq8spo5e7cZ0dJ,0.0,5.0,0.0876,-5.413,1.0,79.0,2010-10-05,0.0432,Doo-Wops & Hooligans,Bruno Mars,Just The Way You Are,109.012,4.0,audio_features,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,0.434
0.0258,enrique iglesias,5116.0,tonight im lovin you,0.659,231653.0,0.882,0.0,4270XtiZeN9yYPR81dn8Ow,9.2e-06,5.0,0.144,-4.623,0.0,49.0,2010-11-22,0.0465,Tonight (I'm Lovin' You),Enrique Iglesias,Tonight (I'm Lovin' You),125.985,4.0,audio_features,spotify:track:4270XtiZeN9yYPR81dn8Ow,0.314
