acousticness,billboard_artist,billboard_df_index,billboard_name,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,spotify_album,spotify_artist,spotify_song,tempo,time_signature,type,uri,valence
0.631,percy faith,0.0,theme from a summer place,0.466,144893.0,0.389,0.0,2kKL5kk4On8YRSKWDgXWMX,0.843,5.0,0.295,-12.825,1.0,49.0,1953,0.0253,Percy Faith'S Greatest Hits,Percy Faith & His Orchestra,"The Theme From ""A Summer Place"" - Single Version",92.631,4.0,audio_features,spotify:track:2kKL5kk4On8YRSKWDgXWMX,0.749
0.909,jim reeves,1.0,hell have to go,0.554,138640.0,0.186,0.0,7DH5dXVuQaqcKf9oTy9oUN,0.00144,1.0,0.11,-15.846,1.0,53.0,1997-02-14,0.0379,The Essential Jim Reeves,Jim Reeves,He'll Have to Go,81.181,3.0,audio_features,spotify:track:7DH5dXVuQaqcKf9oTy9oUN,0.2
0.412,the everly brothers,2.0,cathys clown,0.498,144013.0,0.582,0.0,1MA9StLzlFftLbuqOmoWij,0.0,7.0,0.372,-8.961,1.0,50.0,1962-06-01,0.0339,The Golden Hits Of The Everly Brothers,The Everly Brothers,Cathy's Clown,119.809,4.0,audio_features,spotify:track:1MA9StLzlFftLbuqOmoWij,0.866
0.854,johnny preston,3.0,running bear,0.772,158200.0,0.297,0.0,1RYznli2VNO7FCbW1Hq4KM,7.59e-06,5.0,0.125,-14.679,0.0,40.0,2013-09-01,0.053,Greatest Hits,Johnny Preston,Running Bear,119.987,4.0,audio_features,spotify:track:1RYznli2VNO7FCbW1Hq4KM,0.822
0.936,mark dinning,4.0,teen angel,0.57,159893.0,0.0636,0.0,36NPEs4S7ik50NrlzaqoIJ,0.0,0.0,0.122,-18.548,1.0,18.0,2005,0.0459,Pop Megahits Of The 1950's Vol. 1,Mark Dinning,Teen Angel,101.517,4.0,audio_features,spotify:track:36NPEs4S7ik50NrlzaqoIJ,0.282
0.928,brenda lee,5.0,im sorry,0.529,160173.0,0.115,0.0,3Wkx5w26BqVASMkeGFTsEt,0.00333,10.0,0.121,-16.284,1.0,48.0,1991-01-01,0.0302,Anthology 1956-1980 (Volume 1 & 2),Brenda Lee,I'm Sorry - Single Version,101.501,3.0,audio_features,spotify:track:3Wkx5w26BqVASMkeGFTsEt,0.339
0.642,elvis presley,6.0,its now or never,0.643,194600.0,0.491,0.0,1XunTmhOcj3xwh4b8P3isX,0.00972,4.0,0.286,-9.312,1.0,58.0,2002,0.0344,Elvis 30 #1 Hits,Elvis Presley,It's Now or Never,126.399,4.0,audio_features,spotify:track:1XunTmhOcj3xwh4b8P3isX,0.753
0.408,jimmy jones,7.0,handy man,0.458,125160.0,0.659,0.0,4ii8N3ei1tgVnNjtF3IUQY,0.0,10.0,0.247,-8.97,1.0,28.0,2016-07-22,0.0497,A Shot Of Rhythm And Blues: Hits & Rarities,Jimmy Jones,Handy Man,144.758,4.0,audio_features,spotify:track:4ii8N3ei1tgVnNjtF3IUQY,0.87
0.758,elvis presley,8.0,stuck on you,0.647,139640.0,0.513,0.0,39zODpVtRvghMyfNjZ3BVK,8.64e-06,7.0,0.108,-12.372,1.0,59.0,1963-08-11,0.0421,"Elvis' Golden Records, Vol. 3",Elvis Presley,Stuck on You,131.641,4.0,audio_features,spotify:track:39zODpVtRvghMyfNjZ3BVK,0.955
0.199,chubby checker,9.0,the twist,0.526,153760.0,0.633,0.0,3ohLnESFgYACPMCkoTOzqE,1.24e-06,4.0,0.0709,-7.119,1.0,52.0,2005-01-01,0.0322,Cameo Parkway - The Best Of Chubby Checker (Original Hit Recordings) [International Version],Chubby Checker,The Twist,156.405,4.0,audio_features,spotify:track:3ohLnESFgYACPMCkoTOzqE,0.953
0.826,connie francis,10.0,everybodys somebodys fool,0.589,160000.0,0.643,0.0,3o3tJQNE3og07wS93sZrOP,3.62e-05,1.0,0.237,-8.118,1.0,37.0,1997-01-01,0.0304,At Her Best,Connie Francis,Everybody's Somebody's Fool,84.308,4.0,audio_features,spotify:track:3o3tJQNE3og07wS93sZrOP,0.781
0.709,bobby rydell,11.0,wild one,0.599,141093.0,0.775,0.0,6OJZM84zgpRxRYtBk979xG,0.0,7.0,0.0804,-4.566,1.0,24.0,2005-10-18,0.0466,Cameo Parkway - The Best Of Bobby Rydell (Original Hit Recordings),Bobby Rydell,Wild One,148.507,4.0,audio_features,spotify:track:6OJZM84zgpRxRYtBk979xG,0.89
0.852,the brothers four,12.0,greenfields,0.485,183360.0,0.182,0.0,7F3R0rKXq5eYgPug8vqOdu,0.0,11.0,0.112,-18.083,0.0,41.0,1960,0.0434,Greatest Hits,The Brothers Four,Greenfields,110.608,1.0,audio_features,spotify:track:7F3R0rKXq5eYgPug8vqOdu,0.357
0.802,jack scott,13.0,what in the worlds come over you,0.506,173267.0,0.176,0.0,3XToK0X499i9odkrDCG4FL,3.93e-06,4.0,0.0978,-13.962,1.0,31.0,2011-06-24,0.0303,Capitol Collectors Series,Jack Scott,What In The World's Come Over You,76.273,4.0,audio_features,spotify:track:3XToK0X499i9odkrDCG4FL,0.492
0.835,marty robbins,14.0,el paso,0.654,259307.0,0.452,0.0,4f8hBeMXMvssn6HtFAtblo,2.89e-05,2.0,0.16,-9.709,1.0,58.0,1959,0.03,Gunfighter Ballads And Trail Songs,Marty Robbins,El Paso,106.662,3.0,audio_features,spotify:track:4f8hBeMXMvssn6HtFAtblo,0.691
0.798,the hollywood argyles,15.0,alley oop,0.65,160705.0,0.352,0.0,6wD9Y9m8xtLmwODiH2ykUi,4.1e-06,2.0,0.114,-10.304,1.0,10.0,2018-05-03,0.052,Sixties Mania,The Hollywood Argyles,Alley Oop,64.596,4.0,audio_features,spotify:track:6wD9Y9m8xtLmwODiH2ykUi,0.888
0.805,connie francis,16.0,my heart has a mind of its own,0.338,152267.0,0.551,0.0,5HAmwYFcUysSXUhKHVNUxp,0.0,6.0,0.316,-5.995,1.0,19.0,2005-01-01,0.0465,Gold,Connie Francis,My Heart Has A Mind Of Its Own,108.045,4.0,audio_features,spotify:track:5HAmwYFcUysSXUhKHVNUxp,0.66
0.785,brenda lee,17.0,sweet nothins,0.787,143333.0,0.359,0.0,6dtDjeDjXK5W7kFqs0U4i4,6.03e-05,5.0,0.198,-12.824,1.0,37.0,1991-01-01,0.0663,Anthology 1956-1980 (Volume 1 & 2),Brenda Lee,Sweet Nothin's - Single Version,125.216,4.0,audio_features,spotify:track:6dtDjeDjXK5W7kFqs0U4i4,0.933
0.682,brian hyland,18.0,itsy bitsy teenie weenie yellow polka dot bikini,0.795,144493.0,0.4,0.0,3Aug2RunJbjGiz2CTtWu5l,0.0,2.0,0.0326,-13.01,1.0,46.0,1994-01-01,0.0749,Greatest Hits,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polka-Dot Bikini,122.174,4.0,audio_features,spotify:track:3Aug2RunJbjGiz2CTtWu5l,0.968
0.377,roy orbison,19.0,only the lonely,0.57,145533.0,0.529,0.0,0PkBTqRtN25z3oKasWoKlj,0.00509,5.0,0.203,-10.769,1.0,60.0,1961,0.028,Sings Lonely and Blue,Roy Orbison,Only the Lonely,123.273,4.0,audio_features,spotify:track:0PkBTqRtN25z3oKasWoKlj,0.934
0.797,dion and the belmonts,20.0,where or when,0.454,157800.0,0.271,0.0,0OLIIwpl8vDQWXYZa7becp,0.0,8.0,0.126,-11.658,1.0,38.0,2005-07-18,0.0283,The Best Of Dion & The Belmonts,Dion & The Belmonts,Where Or When,110.89,3.0,audio_features,spotify:track:0OLIIwpl8vDQWXYZa7becp,0.402
0.865,connie stevens,21.0,sixteen reasons,0.339,118133.0,0.406,0.0,0oI0ekrSQ3aHiHcMi1B2gK,1.1e-05,10.0,0.11,-8.955,1.0,30.0,2005-05-24,0.0319,"As Cricket In ""Hawaiian Eye""",Connie Stevens,Sixteen Reasons,109.783,3.0,audio_features,spotify:track:0oI0ekrSQ3aHiHcMi1B2gK,0.619
0.662,paul anka,22.0,puppy love,0.29,164000.0,0.408,0.0,1Gv8dvKmkHVaB1edYvW0Fr,0.0,7.0,0.272,-9.607,1.0,46.0,2000-10-03,0.0318,The Very Best Of Paul Anka,Paul Anka,Puppy Love - Remix,102.229,3.0,audio_features,spotify:track:1Gv8dvKmkHVaB1edYvW0Fr,0.542
0.869,frankie avalon,23.0,why,0.408,157718.0,0.213,0.0,3PNLqKBbWaTBGt9Y1lM1eB,0.0,5.0,0.101,-14.843,1.0,22.0,2008-12-01,0.0295,Frankie Avalon,Frankie Avalon,Why,94.608,4.0,audio_features,spotify:track:3PNLqKBbWaTBGt9Y1lM1eB,0.643
0.842,the ventures,24.0,walk dont run,0.492,122933.0,0.634,0.0,7B2pUwzvlbNG9D855r9ugf,0.923,5.0,0.126,-13.247,1.0,44.0,1960-01-01,0.0297,Walk Don't Run,The Ventures,"Walk, Don't Run",156.104,4.0,audio_features,spotify:track:7B2pUwzvlbNG9D855r9ugf,0.949
0.614,the drifters,25.0,save the last dance for me,0.54,154960.0,0.53,0.0,391TUcoPonqYykPkSZ5Z9U,0.0,4.0,0.198,-10.583,1.0,56.0,2005-02-08,0.0361,Save The Last Dance For Me,The Drifters,Save The Last Dance For Me,143.453,4.0,audio_features,spotify:track:391TUcoPonqYykPkSZ5Z9U,0.896
0.836,dinah washington,26.0,baby youve got what it takes,0.675,165760.0,0.604,0.0,6gn3MDRvr5iUAA2aPgEX2X,0.00167,3.0,0.654,-9.334,1.0,31.0,1960,0.066,The Two Of Us,Dinah Washington,Baby (You've Got What It Takes),133.412,4.0,audio_features,spotify:track:6gn3MDRvr5iUAA2aPgEX2X,0.808
0.652,johnny horton,27.0,sink the bismarck,0.68,194640.0,0.57,0.0,4F7T8NnGKbhLMVtAMycDQg,1.18e-05,3.0,0.0565,-12.388,1.0,38.0,1961,0.0958,Johnny Horton'S Greatest Hits,Johnny Horton,Sink The Bismarck,115.894,4.0,audio_features,spotify:track:4F7T8NnGKbhLMVtAMycDQg,0.966
0.636,sam cooke,28.0,chain gang,0.698,160000.0,0.661,0.0,1sK10Me7qS9em2QTx6dYRe,0.0,7.0,0.228,-9.674,1.0,60.0,2000-09-26,0.0416,The Man Who Invented Soul,Sam Cooke,Chain Gang,131.808,4.0,audio_features,spotify:track:1sK10Me7qS9em2QTx6dYRe,0.824
0.77,the everly brothers,29.0,let it be me,0.471,146733.0,0.19,0.0,0Tjdbd83LEAWrA0atsXMDJ,0.00385,7.0,0.129,-16.046,1.0,45.0,1991-05-13,0.028,Best Of The Everly Brothers - Rare Solo Classics,The Everly Brothers,Let It Be Me,72.764,4.0,audio_features,spotify:track:0Tjdbd83LEAWrA0atsXMDJ,0.305
0.705,jimmy jones,30.0,good timin,0.607,129973.0,0.541,0.0,6nRHKdDLAqOYVy5gOg9pQ0,0.0281,3.0,0.197,-7.529,1.0,25.0,2014-03-18,0.158,Discover 60s One Hit Wonders,Jimmy Jones,Good Timin',145.132,4.0,audio_features,spotify:track:6nRHKdDLAqOYVy5gOg9pQ0,0.95
0.723,bobby darin,31.0,beyond the sea,0.521,172480.0,0.516,0.0,2EIaO5knwUA3F2qnf9LV3S,0.0,2.0,0.257,-7.456,0.0,63.0,2004-11-23,0.0369,The Ultimate Bobby Darin,Bobby Darin,Beyond The Sea,136.483,4.0,audio_features,spotify:track:2EIaO5knwUA3F2qnf9LV3S,0.569
0.435,jimmy clanton,32.0,go jimmy go,0.684,126427.0,0.374,0.0,15mwNCoUIJJ1dvtNeSbY7J,0.0,0.0,0.131,-12.037,1.0,6.0,2005,0.0358,Pop Megahits Of The 1950's - Volume 2,Jimmy Clanton,"Go, Jimmy, Go",142.815,4.0,audio_features,spotify:track:15mwNCoUIJJ1dvtNeSbY7J,0.846
0.918,jackie wilson,33.0,night,0.284,169653.0,0.498,0.0,0GAXsJkYFTXhw6Rs3QWFBq,0.00097,0.0,0.361,-5.534,0.0,19.0,2002,0.0296,20 Greatest Hits,Jackie Wilson,Night,99.075,4.0,audio_features,spotify:track:0GAXsJkYFTXhw6Rs3QWFBq,0.327
0.809,jack scott,34.0,burning bridges,0.465,161733.0,0.276,0.0,51jyAgrsTNvOyZPW949qZR,0.000272,2.0,0.214,-13.184,1.0,21.0,2010-08-13,0.0242,Lost Hits Of The 60's (All Original Artists & Versions),Jack Scott,Burning Bridges - Original Hit Version,82.613,4.0,audio_features,spotify:track:51jyAgrsTNvOyZPW949qZR,0.233
0.875,toni fisher,35.0,the big hurt,0.511,129106.0,0.524,0.0,0QxwQkCU0CjNU86C85wmOz,0.0,1.0,0.122,-14.652,1.0,15.0,2006,0.0395,The Big Hurt!,Toni Fisher,The Big Hurt,127.444,4.0,audio_features,spotify:track:0QxwQkCU0CjNU86C85wmOz,0.284
0.507,duane eddy,36.0,because theyre young,0.682,123066.0,0.677,0.0,0K3CTu8xvvwC8aS83H3Lkg,0.947,4.0,0.26,-9.966,1.0,11.0,2011-09-18,0.032,"$1,000,000,00 Worth Of Twang",Duane Eddy,Because They're Young,119.687,4.0,audio_features,spotify:track:0K3CTu8xvvwC8aS83H3Lkg,0.961
0.702,conway twitty,37.0,lonely blue boy,0.669,133067.0,0.316,0.0,4sZQFezzQDSPJNz8mcJ7pu,0.000132,5.0,0.131,-14.125,1.0,32.0,2006-01-01,0.0435,Gold,Conway Twitty,Lonely Blue Boy - Single Version,112.725,3.0,audio_features,spotify:track:4sZQFezzQDSPJNz8mcJ7pu,0.601
0.486,steve lawrence,38.0,pretty blue eyes,0.581,112440.0,0.53,0.0,4pJdRPrTDREOPJ6AUifJPN,0.0,5.0,0.38,-10.437,1.0,27.0,2012-10-01,0.0308,Teen Rock in the USA,Steve Lawrence,Pretty Blue Eyes,127.175,4.0,audio_features,spotify:track:4pJdRPrTDREOPJ6AUifJPN,0.91
0.531,freddy cannon,39.0,way down yonder in new orleans,0.278,151600.0,0.822,0.0,7kBvtoy7dyc1CQ2WjfGwdr,0.0,8.0,0.203,-5.932,1.0,24.0,2008-01-01,0.0609,Boom Boom Rock 'N' Roll,Freddy Cannon,Way Down Yonder In New Orleans,142.677,4.0,audio_features,spotify:track:7kBvtoy7dyc1CQ2WjfGwdr,0.831
0.707,larry verne,41.0,mr custer,0.697,184867.0,0.697,0.0,1fAvQqW0TvmyqJKbhg5Fx2,8.72e-05,4.0,0.156,-4.863,0.0,11.0,2017-03-03,0.0537,Right Said Fred: A Barrel Of Laughs,Larry Verne,Mr Custer,108.5,4.0,audio_features,spotify:track:1fAvQqW0TvmyqJKbhg5Fx2,0.582
0.753,brenda lee,42.0,i want to be wanted,0.546,192520.0,0.296,0.0,3i32qvP2ZwGz7VmOA1XzQD,0.00355,7.0,0.124,-13.997,1.0,32.0,2005-03-29,0.0315,Greatest Country Songs,Brenda Lee,I Want To Be Wanted - Re-Recorded In Stereo,105.649,3.0,audio_features,spotify:track:3i32qvP2ZwGz7VmOA1XzQD,0.263
0.814,the fendermen,43.0,mule skinner blues,0.51,148333.0,0.592,0.0,5KPCpGCjdjvXdsXy89AQSQ,0.0,4.0,0.0933,-6.387,1.0,26.0,1960-01-01,0.0384,Mule Skinner Blues,The Fendermen,Mule Skinner Blues,128.876,4.0,audio_features,spotify:track:5KPCpGCjdjvXdsXy89AQSQ,0.545
0.683,johnny preston,44.0,cradle of love,0.477,140320.0,0.506,0.0,1tS8ZbjupcoB8seWVVfadt,2.15e-05,6.0,0.0538,-11.669,0.0,32.0,2013-09-01,0.0696,Greatest Hits,Johnny Preston,Cradle of Love,174.525,4.0,audio_features,spotify:track:1tS8ZbjupcoB8seWVVfadt,0.868
0.752,marv johnson,45.0,you got what it takes,0.697,163387.0,0.597,0.0,49ax6w7sxo2vkDrISdRd89,0.0,7.0,0.337,-13.186,1.0,19.0,2009-01-23,0.103,United Artists Black Singles 1959-1967: ''Motor City To Central Park'',Marv Johnson,You Got What It Takes,136.397,4.0,audio_features,spotify:track:49ax6w7sxo2vkDrISdRd89,0.959
0.828,hank locklin,46.0,please help me im falling,0.552,141467.0,0.336,0.0,0dc0eU5THc1uE0Q0KV73XN,0.0,7.0,0.324,-10.712,1.0,42.0,2003-03-01,0.0311,RCA Country Legends,Hank Locklin,"Please Help Me, I'm Falling",105.479,4.0,audio_features,spotify:track:0dc0eU5THc1uE0Q0KV73XN,0.553
0.89,ron holden,47.0,love you so,0.634,208040.0,0.275,0.0,75zdGixP4G3VQ5oIk1HzjU,0.00111,3.0,0.137,-11.417,1.0,16.0,2012-07-10,0.0348,Louie Louie & the History of Northwest Rock & Radio,Ron Holden,Love You So,127.294,4.0,audio_features,spotify:track:75zdGixP4G3VQ5oIk1HzjU,0.581
0.279,hank ballard,48.0,finger poppin time,0.519,155933.0,0.616,0.0,0S6WIOl0h7COH09zVwB47U,0.0,1.0,0.35,-7.919,0.0,34.0,2005,0.0307,Movie Hits & Themes,Hank Ballard,Finger Poppin' Time,159.239,4.0,audio_features,spotify:track:0S6WIOl0h7COH09zVwB47U,0.941
0.922,the platters,49.0,harbor lights,0.287,190667.0,0.27,0.0,518zdlcKCjzSGmPcwkPRrH,0.0473,5.0,0.217,-14.698,1.0,32.0,1986-01-01,0.037,The Platters Golden Hits,The Platters,Harbor Lights,79.489,3.0,audio_features,spotify:track:518zdlcKCjzSGmPcwkPRrH,0.23
0.255,billy bland,50.0,let the little girl dance,0.585,143099.0,0.527,0.0,05vJ7T5PZFNCyTVULUaPI6,0.0,5.0,0.361,-9.551,1.0,20.0,2012-08-14,0.0716,The Original Hit Recording - Let the Little Girl Dance,Billy Bland,Let the Little Girl Dance,143.418,4.0,audio_features,spotify:track:05vJ7T5PZFNCyTVULUaPI6,0.965
0.953,jeanne black,51.0,hell have to stay,0.354,164440.0,0.179,0.0,4OgCE8bmGO7eatG3OuBEju,2.54e-06,10.0,0.114,-9.088,1.0,18.0,2010-08-13,0.0355,Lost Hits Of The 60's (All Original Artists & Versions),Jeanne Black,He'll Have To Stay - Original Hit Version,166.375,3.0,audio_features,spotify:track:4OgCE8bmGO7eatG3OuBEju,0.427
0.884,ferrante and teicher,52.0,theme from the apartment,0.383,181667.0,0.275,0.0,37UxQONhYhMJ2F9SX9fhHW,0.941,5.0,0.146,-14.572,1.0,35.0,1993-02-09,0.0277,All-Time Great Movie Themes,Ferrante & Teicher,"Theme From ""The Apartment""",95.786,4.0,audio_features,spotify:track:37UxQONhYhMJ2F9SX9fhHW,0.12
0.67,bobby rydell,53.0,volare,0.512,146067.0,0.64,0.0,6aTY7Dx6719A0rTsYY7NgK,0.0,9.0,0.128,-6.125,0.0,34.0,2005-10-18,0.0345,Cameo Parkway - The Best Of Bobby Rydell (Original Hit Recordings),Bobby Rydell,Volare,129.612,4.0,audio_features,spotify:track:6aTY7Dx6719A0rTsYY7NgK,0.862
0.795,jimmy charles,54.0,a million to one,0.421,150613.0,0.185,0.0,5ntA8BmK9fkL2ZbxeNE4Nk,0.0,10.0,0.147,-13.347,1.0,17.0,2016-09-23,0.0285,One More Time: Rarely Heard Hits,Jimmy Charles,A Million to One,101.685,3.0,audio_features,spotify:track:5ntA8BmK9fkL2ZbxeNE4Nk,0.361
0.912,andy williams,55.0,the village of st bernadette,0.235,203600.0,0.198,0.0,226jmAxLwB6D3XydMxDfHW,1.63e-06,8.0,0.25,-14.609,1.0,20.0,1991-02-19,0.03,Best Of Andy Williams,Andy Williams,The Village Of St Bernadette,87.256,3.0,audio_features,spotify:track:226jmAxLwB6D3XydMxDfHW,0.229
0.558,bill blacks combo,56.0,white silver sands,0.895,154427.0,0.608,0.0,7IS9MwiLJp91PEyoUDazqb,0.14,0.0,0.0659,-7.224,1.0,13.0,2014,0.0391,Saxy Jazz,Bill Black's Combo,White Silver Sands,117.705,4.0,audio_features,spotify:track:7IS9MwiLJp91PEyoUDazqb,0.96
0.977,the browns,57.0,the old lamplighter,0.604,141120.0,0.105,0.0,0gssZyDIxrn2CsokEML0xq,0.0,2.0,0.0993,-16.78,1.0,21.0,2013-08-02,0.0357,The Complete Pop & Country Hits,The Browns,The Old Lamplighter,92.238,4.0,audio_features,spotify:track:0gssZyDIxrn2CsokEML0xq,0.553
0.82,bobby vee,58.0,devil or angel,0.409,140040.0,0.258,0.0,0yj7xWnhRMWGb3beZ801oJ,0.0,5.0,0.157,-15.453,1.0,31.0,2011-09-09,0.0438,The Legendary Masters Series,Bobby Vee,Devil Or Angel - 1990 - Remastered,78.272,3.0,audio_features,spotify:track:0yj7xWnhRMWGb3beZ801oJ,0.639
0.324,the four preps,59.0,down by the station,0.754,172067.0,0.442,0.0,3kpuidZaDOsLP3YgFi8sxu,0.0,3.0,0.0634,-15.178,1.0,15.0,2007-11-27,0.0403,Down By the Station,The Four Preps,Down By the Station,118.641,4.0,audio_features,spotify:track:3kpuidZaDOsLP3YgFi8sxu,0.971
0.894,the little dippers,60.0,forever,0.504,136373.0,0.286,0.0,3Kx8w43Ysm7icX1fEbe2eZ,0.783,5.0,0.28,-9.904,1.0,21.0,2013-07-20,0.0281,Famous One Hit Wonders - Back In Time Vol. 2,The Little Dippers,Forever,74.219,4.0,audio_features,spotify:track:3Kx8w43Ysm7icX1fEbe2eZ,0.367
0.794,the safaris,61.0,image of a girl,0.247,162267.0,0.359,0.0,7KfwGraITe6aLd827Wq0bh,0.0,2.0,0.0699,-8.888,1.0,22.0,2010-05-18,0.0304,Johnny Otis Presents Eldo Records Featuring Image of a Girl,The Safaris,Image of a Girl,185.652,3.0,audio_features,spotify:track:7KfwGraITe6aLd827Wq0bh,0.449
0.779,brook benton,62.0,kiddio,0.796,153104.0,0.258,0.0,1KxnWLIsj61EWmZbH2A7KV,1.56e-05,3.0,0.165,-13.163,1.0,17.0,2016-03-25,0.056,Brook Benton - The Best of Brook Benton,Brook Benton,Kiddio,112.356,4.0,audio_features,spotify:track:1KxnWLIsj61EWmZbH2A7KV,0.713
0.844,donnie brooks,63.0,mission bell,0.572,143960.0,0.418,0.0,12zEAgwHjIQRYNiAAH5UiZ,0.283,2.0,0.222,-12.757,1.0,7.0,2005,0.0528,Save The Last Dance For Me And Other Great Hits From The 60's & 70's,Donnie Brooks,Mission Bell,81.481,4.0,audio_features,spotify:track:12zEAgwHjIQRYNiAAH5UiZ,0.592
0.66,marv johnson,64.0,i love the way you love,0.72,159840.0,0.692,0.0,34OxIDrdSw4AV1ap0cN9Zi,1.66e-06,9.0,0.314,-12.797,1.0,17.0,2009-01-23,0.0669,United Artists Black Singles 1959-1967: ''Motor City To Central Park'',Marv Johnson,I Love The Way You Love,134.616,4.0,audio_features,spotify:track:34OxIDrdSw4AV1ap0cN9Zi,0.851
0.731,paul anka,65.0,its time to cry,0.311,145467.0,0.314,0.0,6dAqyQn8GS2RYRqyP5eKTp,0.0,3.0,0.335,-12.81,1.0,32.0,1992-01-17,0.0325,"Paul Anka Sings His Big Ten, Vol. 1",Paul Anka,It's Time To Cry,109.983,3.0,audio_features,spotify:track:6dAqyQn8GS2RYRqyP5eKTp,0.565
0.751,ray peterson,66.0,tell laura i love her,0.528,174693.0,0.394,0.0,1EwpgXlVIzs1E7XBZoRVQl,0.0,10.0,0.173,-11.235,1.0,43.0,1999-11-09,0.0368,Nipper's Greatests Hits 60's Vol. 1,Ray Peterson,Tell Laura I Love Her,102.898,4.0,audio_features,spotify:track:1EwpgXlVIzs1E7XBZoRVQl,0.297
0.958,connie francis,67.0,mama,0.156,235893.0,0.229,0.0,5zXcs1zUaFNPixhD69BrBF,0.0154,0.0,0.439,-12.475,1.0,18.0,2005-01-01,0.0394,Gold,Connie Francis,Mama,50.975,4.0,audio_features,spotify:track:5zXcs1zUaFNPixhD69BrBF,0.12
0.312,steve lawrence,68.0,footsteps,0.622,133199.0,0.485,0.0,2UCoe7GM0EW2FUyebqgKQa,0.0,2.0,0.354,-12.048,0.0,20.0,2014-10-19,0.0346,Going Solo with Steve Lawrence,Steve Lawrence,Footsteps,144.445,4.0,audio_features,spotify:track:2UCoe7GM0EW2FUyebqgKQa,0.946
0.655,the everly brothers,69.0,so sad,0.477,156573.0,0.196,0.0,1Eo6eH8Yppywb6nkWDhB1b,0.0,4.0,0.172,-15.689,1.0,34.0,1964-08-01,0.0299,The Very Best of The Everly Brothers,The Everly Brothers,So Sad (To Watch Good Love Go Bad),102.363,4.0,audio_features,spotify:track:1Eo6eH8Yppywb6nkWDhB1b,0.405
0.615,brenda lee,70.0,thats all you gotta do,0.643,149773.0,0.452,0.0,1ScVmA4SB1lDudzBLqV5Zw,0.000157,1.0,0.126,-11.135,1.0,13.0,1999-01-01,0.0323,20th Century Masters: The Millennium Collection: Best of Brenda Lee,Brenda Lee,That's All You Gotta Do - Single Version,97.705,4.0,audio_features,spotify:track:1ScVmA4SB1lDudzBLqV5Zw,0.96
0.491,fats domino,71.0,walking to new orleans,0.579,118467.0,0.294,0.0,5TcEq6qNQJ7HXeTxwB3ZGB,0.0,1.0,0.105,-14.61,1.0,31.0,1960-08-07,0.0458,A Lot Of Dominos,Fats Domino,Walking To New Orleans,80.75,4.0,audio_features,spotify:track:5TcEq6qNQJ7HXeTxwB3ZGB,0.676
0.414,connie francis,72.0,among my souvenirs,0.472,151280.0,0.483,0.0,25CqzExfZySfR8OlMKS9P6,6.88e-06,9.0,0.193,-6.218,1.0,27.0,2005-01-01,0.0268,Gold,Connie Francis,Among My Souvenirs,108.25,3.0,audio_features,spotify:track:25CqzExfZySfR8OlMKS9P6,0.473
0.534,bobby rydell,73.0,swingin school,0.526,134000.0,0.772,0.0,2V0U78Xx4KY843bJbuq586,2.31e-06,5.0,0.0924,-5.38,1.0,21.0,2005-10-18,0.0342,Cameo Parkway - The Best Of Bobby Rydell (Original Hit Recordings),Bobby Rydell,Swingin' School,149.92,3.0,audio_features,spotify:track:2V0U78Xx4KY843bJbuq586,0.965
0.831,dinah washington,74.0,a rockin good way to mess around and fall in love,0.791,148227.0,0.529,0.0,3ZZYcAvqGCCYTLnzRLwnNj,3.58e-05,3.0,0.175,-10.655,1.0,26.0,1960,0.0515,The Two Of Us,Dinah Washington,A Rockin' Good Way (To Mess Around And Fall In Love),130.267,4.0,audio_features,spotify:track:3ZZYcAvqGCCYTLnzRLwnNj,0.964
0.904,neil sedaka,75.0,stairway to heaven,0.492,160893.0,0.646,0.0,0FuSGMRYQS0Np3EInTMU4J,0.0,5.0,0.28,-11.736,1.0,30.0,1983-03-28,0.036,All Time Greatest Hits,Neil Sedaka,Stairway to Heaven,126.814,4.0,audio_features,spotify:track:0FuSGMRYQS0Np3EInTMU4J,0.898
0.223,paul anka,76.0,my home town,0.79,126293.0,0.514,0.0,75wzEkDy6NnSj692dA99ip,0.0,11.0,0.14,-10.743,0.0,31.0,2000-10-03,0.0362,The Very Best Of Paul Anka,Paul Anka,My Home Town,117.022,4.0,audio_features,spotify:track:75wzEkDy6NnSj692dA99ip,0.962
0.752,ray charles,77.0,georgia on my mind,0.304,372627.0,0.289,0.0,4hd8wgCh7ZQWRyXNLnwjTD,0.0,4.0,0.756,-10.963,0.0,38.0,2014-10-13,0.0432,Live at l'Olympia,Ray Charles,Georgia on My Mind,147.176,3.0,audio_features,spotify:track:4hd8wgCh7ZQWRyXNLnwjTD,0.154
0.629,skip and flip,78.0,cherry pie,0.499,140382.0,0.254,0.0,3ManMR2GV4W6xD9KQnDZHe,6.81e-06,10.0,0.0877,-16.861,0.0,14.0,2004-03-15,0.0392,Goodies Old Is New: Rare Singles From The Golden Age of Rock and Roll,Skip & Flip,Cherry Pie,86.029,4.0,audio_features,spotify:track:3ManMR2GV4W6xD9KQnDZHe,0.492
